"Appliances_energy_use_Wh","Temperature_outside_celsius"
390,6.93E+00
760,6.85E+00
560,6.77E+00
340,6.68E+00
320,6.60E+00
270,6.43E+00
180,6.27E+00
140,6.10E+00
130,5.93E+00
140,5.77E+00
120,5.60E+00
130,5.43E+00
140,5.27E+00
160,5.10E+00
140,4.93E+00
140,4.77E+00
130,4.60E+00
120,4.57E+00
70,4.53E+00
90,4.50E+00
100,4.47E+00
90,4.43E+00
90,4.40E+00
40,4.25E+00
60,4.10E+00
40,3.95E+00
40,3.80E+00
30,3.65E+00
30,3.50E+00
40,3.33E+00
50,3.17E+00
50,3.00E+00
60,2.83E+00
40,2.67E+00
60,2.50E+00
40,2.42E+00
60,2.33E+00
50,2.25E+00
60,2.17E+00
50,2.08E+00
50,2.00E+00
50,1.80E+00
50,1.60E+00
40,1.40E+00
60,1.20E+00
50,1.00E+00
50,8.00E-01
50,8.00E-01
30,8.00E-01
30,8.00E-01
30,8.00E-01
30,8.00E-01
60,8.00E-01
50,7.67E-01
50,7.33E-01
50,7.00E-01
50,6.67E-01
50,6.33E-01
50,6.00E-01
40,5.50E-01
40,5.00E-01
60,4.50E-01
50,4.00E-01
60,3.50E-01
50,3.00E-01
40,1.50E-01
50,5.55E-17
50,-1.50E-01
50,-3.00E-01
20,-4.50E-01
40,-6.00E-01
30,-5.67E-01
40,-5.33E-01
50,-5.00E-01
50,-4.67E-01
60,-4.33E-01
50,-4.00E-01
60,-3.50E-01
60,-3.00E-01
90,-2.50E-01
70,-2.00E-01
50,-1.50E-01
40,-1.00E-01
70,3.67E-01
330,8.33E-01
260,1.30E+00
200,1.77E+00
150,2.23E+00
70,2.70E+00
60,3.10E+00
80,3.50E+00
70,3.90E+00
80,4.30E+00
80,4.70E+00
80,5.10E+00
80,5.38E+00
260,5.67E+00
420,5.95E+00
150,6.23E+00
60,6.52E+00
60,6.80E+00
60,7.05E+00
60,7.30E+00
40,7.55E+00
50,7.80E+00
40,8.05E+00
180,8.30E+00
100,8.50E+00
60,8.70E+00
60,8.90E+00
60,9.10E+00
80,9.30E+00
70,9.50E+00
50,9.52E+00
50,9.53E+00
50,9.55E+00
50,9.57E+00
40,9.58E+00
60,9.60E+00
50,9.67E+00
60,9.73E+00
60,9.80E+00
40,9.87E+00
50,9.93E+00
50,1.00E+01
60,1.00E+01
80,1.01E+01
80,1.01E+01
70,1.01E+01
80,1.02E+01
80,1.02E+01
100,1.02E+01
80,1.02E+01
80,1.02E+01
90,1.01E+01
90,1.01E+01
100,1.01E+01
110,1.00E+01
90,9.93E+00
100,9.85E+00
80,9.77E+00
70,9.68E+00
110,9.60E+00
100,9.13E+00
360,8.67E+00
350,8.20E+00
190,7.73E+00
590,7.27E+00
90,6.80E+00
110,6.58E+00
110,6.37E+00
140,6.15E+00
130,5.93E+00
180,5.72E+00
130,5.50E+00
140,5.33E+00
140,5.17E+00
120,5.00E+00
150,4.83E+00
130,4.67E+00
130,4.50E+00
110,4.32E+00
90,4.13E+00
70,3.95E+00
70,3.77E+00
100,3.58E+00
80,3.40E+00
80,3.25E+00
60,3.10E+00
70,2.95E+00
70,2.80E+00
60,2.65E+00
70,2.50E+00
50,2.43E+00
60,2.37E+00
60,2.30E+00
70,2.23E+00
70,2.17E+00
50,2.10E+00
40,2.08E+00
30,2.07E+00
30,2.05E+00
30,2.03E+00
50,2.02E+00
50,2.00E+00
50,1.88E+00
60,1.77E+00
50,1.65E+00
50,1.53E+00
50,1.42E+00
40,1.30E+00
50,1.30E+00
50,1.30E+00
60,1.30E+00
60,1.30E+00
50,1.30E+00
50,1.30E+00
40,1.22E+00
20,1.13E+00
30,1.05E+00
30,9.67E-01
50,8.83E-01
60,8.00E-01
40,6.67E-01
50,5.33E-01
50,4.00E-01
50,2.67E-01
50,1.33E-01
50,0.00E+00
50,2.00E-01
50,4.00E-01
50,6.00E-01
50,8.00E-01
40,1.00E+00
50,1.20E+00
50,1.33E+00
50,1.47E+00
50,1.60E+00
30,1.73E+00
50,1.87E+00
20,2.00E+00
60,2.03E+00
80,2.07E+00
90,2.10E+00
50,2.13E+00
60,2.17E+00
60,2.20E+00
50,2.23E+00
50,2.27E+00
50,2.30E+00
40,2.33E+00
50,2.37E+00
50,2.40E+00
70,2.42E+00
50,2.43E+00
30,2.45E+00
30,2.47E+00
30,2.48E+00
40,2.50E+00
40,2.57E+00
60,2.63E+00
60,2.70E+00
50,2.77E+00
70,2.83E+00
40,2.90E+00
60,3.03E+00
50,3.17E+00
40,3.30E+00
60,3.43E+00
50,3.57E+00
130,3.70E+00
90,3.93E+00
70,4.17E+00
70,4.40E+00
70,4.63E+00
70,4.87E+00
60,5.10E+00
60,5.37E+00
60,5.63E+00
60,5.90E+00
50,6.17E+00
50,6.43E+00
50,6.70E+00
50,6.97E+00
40,7.23E+00
60,7.50E+00
50,7.77E+00
60,8.03E+00
50,8.30E+00
60,8.18E+00
50,8.07E+00
40,7.95E+00
50,7.83E+00
50,7.72E+00
60,7.60E+00
50,7.33E+00
50,7.07E+00
50,6.80E+00
50,6.53E+00
80,6.27E+00
80,6.00E+00
90,6.02E+00
90,6.03E+00
80,6.05E+00
80,6.07E+00
70,6.08E+00
70,6.10E+00
240,6.05E+00
250,6.00E+00
100,5.95E+00
110,5.90E+00
130,5.85E+00
120,5.80E+00
120,5.73E+00
110,5.67E+00
120,5.60E+00
110,5.53E+00
110,5.47E+00
130,5.40E+00
110,5.35E+00
110,5.30E+00
80,5.25E+00
80,5.20E+00
80,5.15E+00
70,5.10E+00
90,5.08E+00
80,5.07E+00
70,5.05E+00
80,5.03E+00
80,5.02E+00
80,5.00E+00
50,5.00E+00
60,5.00E+00
30,5.00E+00
30,5.00E+00
40,5.00E+00
30,5.00E+00
60,5.05E+00
50,5.10E+00
80,5.15E+00
50,5.20E+00
50,5.25E+00
60,5.30E+00
50,5.32E+00
60,5.33E+00
50,5.35E+00
50,5.37E+00
50,5.38E+00
40,5.40E+00
50,5.27E+00
60,5.13E+00
50,5.00E+00
40,4.87E+00
40,4.73E+00
30,4.60E+00
30,4.63E+00
50,4.67E+00
50,4.70E+00
50,4.73E+00
50,4.77E+00
60,4.80E+00
50,4.78E+00
50,4.77E+00
60,4.75E+00
50,4.73E+00
50,4.72E+00
40,4.70E+00
40,4.68E+00
60,4.67E+00
50,4.65E+00
60,4.63E+00
40,4.62E+00
30,4.60E+00
20,4.60E+00
20,4.60E+00
50,4.60E+00
50,4.60E+00
60,4.60E+00
50,4.60E+00
60,4.63E+00
50,4.67E+00
50,4.70E+00
50,4.73E+00
50,4.77E+00
50,4.80E+00
60,4.83E+00
60,4.87E+00
50,4.90E+00
60,4.93E+00
60,4.97E+00
50,5.00E+00
30,5.02E+00
30,5.03E+00
110,5.05E+00
50,5.07E+00
120,5.08E+00
350,5.10E+00
60,5.12E+00
60,5.13E+00
60,5.15E+00
280,5.17E+00
360,5.18E+00
120,5.20E+00
80,5.27E+00
110,5.33E+00
70,5.40E+00
90,5.47E+00
190,5.53E+00
420,5.60E+00
230,5.65E+00
650,5.70E+00
690,5.75E+00
410,5.80E+00
330,5.85E+00
320,5.90E+00
300,5.98E+00
270,6.07E+00
140,6.15E+00
110,6.23E+00
340,6.32E+00
370,6.40E+00
290,6.42E+00
310,6.43E+00
270,6.45E+00
260,6.47E+00
230,6.48E+00
200,6.50E+00
90,6.52E+00
100,6.53E+00
110,6.55E+00
90,6.57E+00
100,6.58E+00
100,6.60E+00
90,6.67E+00
80,6.73E+00
80,6.80E+00
80,6.87E+00
60,6.93E+00
90,7.00E+00
80,7.02E+00
110,7.03E+00
120,7.05E+00
100,7.07E+00
110,7.08E+00
100,7.10E+00
100,7.07E+00
90,7.03E+00
80,7.00E+00
80,6.97E+00
90,6.93E+00
110,6.90E+00
110,6.85E+00
130,6.80E+00
220,6.75E+00
200,6.70E+00
150,6.65E+00
140,6.60E+00
120,6.52E+00
90,6.43E+00
100,6.35E+00
110,6.27E+00
120,6.18E+00
140,6.10E+00
110,6.07E+00
100,6.03E+00
120,6.00E+00
100,5.97E+00
80,5.93E+00
100,5.90E+00
100,5.83E+00
100,5.77E+00
100,5.70E+00
90,5.63E+00
100,5.57E+00
90,5.50E+00
90,5.47E+00
80,5.43E+00
40,5.40E+00
70,5.37E+00
60,5.33E+00
50,5.30E+00
30,5.27E+00
30,5.23E+00
40,5.20E+00
50,5.17E+00
60,5.13E+00
50,5.10E+00
60,5.12E+00
70,5.13E+00
60,5.15E+00
50,5.17E+00
60,5.18E+00
50,5.20E+00
50,5.22E+00
60,5.23E+00
50,5.25E+00
60,5.27E+00
70,5.28E+00
50,5.30E+00
60,5.27E+00
50,5.23E+00
50,5.20E+00
40,5.17E+00
40,5.13E+00
30,5.10E+00
40,5.08E+00
70,5.07E+00
60,5.05E+00
60,5.03E+00
50,5.02E+00
50,5.00E+00
60,4.98E+00
50,4.97E+00
60,4.95E+00
60,4.93E+00
60,4.92E+00
50,4.90E+00
60,4.88E+00
50,4.87E+00
50,4.85E+00
50,4.83E+00
60,4.82E+00
60,4.80E+00
60,4.80E+00
50,4.80E+00
50,4.80E+00
40,4.80E+00
40,4.80E+00
30,4.80E+00
50,4.83E+00
60,4.87E+00
60,4.90E+00
60,4.93E+00
60,4.97E+00
80,5.00E+00
110,5.02E+00
100,5.03E+00
90,5.05E+00
100,5.07E+00
100,5.08E+00
90,5.10E+00
100,5.18E+00
90,5.27E+00
140,5.35E+00
370,5.43E+00
230,5.52E+00
100,5.60E+00
90,5.63E+00
140,5.67E+00
150,5.70E+00
110,5.73E+00
130,5.77E+00
100,5.80E+00
130,5.80E+00
490,5.80E+00
410,5.80E+00
360,5.80E+00
340,5.80E+00
310,5.80E+00
290,5.97E+00
230,6.13E+00
150,6.30E+00
100,6.47E+00
110,6.63E+00
120,6.80E+00
120,6.73E+00
120,6.67E+00
110,6.60E+00
120,6.53E+00
110,6.47E+00
110,6.40E+00
230,6.50E+00
180,6.60E+00
70,6.70E+00
70,6.80E+00
80,6.90E+00
80,7.00E+00
100,7.12E+00
80,7.23E+00
90,7.35E+00
80,7.47E+00
100,7.58E+00
100,7.70E+00
80,7.80E+00
100,7.90E+00
160,8.00E+00
460,8.10E+00
120,8.20E+00
70,8.30E+00
100,8.20E+00
100,8.10E+00
130,8.00E+00
110,7.90E+00
110,7.80E+00
220,7.70E+00
430,7.58E+00
290,7.47E+00
250,7.35E+00
260,7.23E+00
250,7.12E+00
240,7.00E+00
190,6.75E+00
70,6.50E+00
80,6.25E+00
90,6.00E+00
100,5.75E+00
110,5.50E+00
130,5.52E+00
170,5.53E+00
120,5.55E+00
110,5.57E+00
120,5.58E+00
120,5.60E+00
110,5.58E+00
120,5.57E+00
130,5.55E+00
130,5.53E+00
130,5.52E+00
80,5.50E+00
80,5.57E+00
60,5.63E+00
60,5.70E+00
40,5.77E+00
60,5.83E+00
60,5.90E+00
50,5.88E+00
40,5.87E+00
40,5.85E+00
30,5.83E+00
60,5.82E+00
50,5.80E+00
50,5.73E+00
60,5.67E+00
60,5.60E+00
60,5.53E+00
70,5.47E+00
50,5.40E+00
60,5.17E+00
50,4.93E+00
50,4.70E+00
50,4.47E+00
50,4.23E+00
70,4.00E+00
60,4.08E+00
60,4.17E+00
50,4.25E+00
50,4.33E+00
50,4.42E+00
40,4.50E+00
30,4.55E+00
30,4.60E+00
50,4.65E+00
50,4.70E+00
70,4.75E+00
50,4.80E+00
50,4.77E+00
60,4.73E+00
50,4.70E+00
50,4.67E+00
60,4.63E+00
60,4.60E+00
60,4.60E+00
60,4.60E+00
50,4.60E+00
50,4.60E+00
50,4.60E+00
50,4.60E+00
90,4.75E+00
60,4.90E+00
70,5.05E+00
370,5.20E+00
70,5.35E+00
60,5.50E+00
50,5.57E+00
50,5.63E+00
70,5.70E+00
80,5.77E+00
70,5.83E+00
80,5.90E+00
70,6.00E+00
60,6.10E+00
60,6.20E+00
370,6.30E+00
380,6.40E+00
50,6.50E+00
70,6.63E+00
60,6.77E+00
50,6.90E+00
60,7.03E+00
50,7.17E+00
60,7.30E+00
50,7.48E+00
40,7.67E+00
60,7.85E+00
50,8.03E+00
40,8.22E+00
70,8.40E+00
60,8.38E+00
60,8.37E+00
60,8.35E+00
60,8.33E+00
70,8.32E+00
70,8.30E+00
70,8.47E+00
60,8.63E+00
50,8.80E+00
60,8.97E+00
50,9.13E+00
50,9.30E+00
50,9.27E+00
60,9.23E+00
60,9.20E+00
70,9.17E+00
40,9.13E+00
30,9.10E+00
30,9.18E+00
30,9.27E+00
60,9.35E+00
50,9.43E+00
60,9.52E+00
60,9.60E+00
60,9.58E+00
50,9.57E+00
60,9.55E+00
50,9.53E+00
50,9.52E+00
60,9.50E+00
50,9.47E+00
70,9.43E+00
60,9.40E+00
50,9.37E+00
50,9.33E+00
50,9.30E+00
50,9.22E+00
50,9.13E+00
50,9.05E+00
40,8.97E+00
40,8.88E+00
60,8.80E+00
50,8.68E+00
90,8.57E+00
90,8.45E+00
560,8.33E+00
410,8.22E+00
170,8.10E+00
110,7.92E+00
130,7.73E+00
140,7.55E+00
140,7.37E+00
140,7.18E+00
110,7.00E+00
140,7.05E+00
140,7.10E+00
140,7.15E+00
130,7.20E+00
120,7.25E+00
140,7.30E+00
120,7.30E+00
120,7.30E+00
140,7.30E+00
100,7.30E+00
70,7.30E+00
60,7.30E+00
70,7.18E+00
70,7.07E+00
50,6.95E+00
60,6.83E+00
30,6.72E+00
40,6.60E+00
40,6.42E+00
60,6.23E+00
70,6.05E+00
70,5.87E+00
70,5.68E+00
60,5.50E+00
60,5.48E+00
60,5.47E+00
60,5.45E+00
50,5.43E+00
60,5.42E+00
60,5.40E+00
50,5.42E+00
60,5.43E+00
40,5.45E+00
50,5.47E+00
50,5.48E+00
40,5.50E+00
60,5.50E+00
50,5.50E+00
60,5.50E+00
30,5.50E+00
40,5.50E+00
20,5.50E+00
30,5.20E+00
40,4.90E+00
50,4.60E+00
60,4.30E+00
60,4.00E+00
50,3.70E+00
50,3.48E+00
50,3.27E+00
50,3.05E+00
40,2.83E+00
50,2.62E+00
60,2.40E+00
50,2.27E+00
50,2.13E+00
60,2.00E+00
50,1.87E+00
40,1.73E+00
60,1.60E+00
70,1.42E+00
60,1.23E+00
40,1.05E+00
90,8.67E-01
30,6.83E-01
30,5.00E-01
50,8.50E-01
50,1.20E+00
40,1.55E+00
50,1.90E+00
60,2.25E+00
50,2.60E+00
60,3.07E+00
50,3.53E+00
50,4.00E+00
50,4.47E+00
50,4.93E+00
50,5.40E+00
40,5.82E+00
60,6.23E+00
50,6.65E+00
60,7.07E+00
40,7.48E+00
50,7.90E+00
40,8.18E+00
30,8.47E+00
30,8.75E+00
30,9.03E+00
50,9.32E+00
60,9.60E+00
60,9.77E+00
40,9.93E+00
50,1.01E+01
50,1.03E+01
50,1.04E+01
50,1.06E+01
60,1.08E+01
60,1.10E+01
50,1.13E+01
50,1.15E+01
50,1.17E+01
40,1.19E+01
60,1.19E+01
50,1.19E+01
50,1.19E+01
50,1.20E+01
70,1.20E+01
40,1.20E+01
50,1.18E+01
50,1.16E+01
50,1.14E+01
50,1.13E+01
30,1.11E+01
40,1.09E+01
30,1.09E+01
40,1.09E+01
50,1.09E+01
60,1.10E+01
40,1.10E+01
50,1.10E+01
50,1.11E+01
50,1.11E+01
60,1.12E+01
50,1.12E+01
60,1.13E+01
50,1.13E+01
50,1.12E+01
40,1.11E+01
70,1.09E+01
80,1.08E+01
90,1.07E+01
100,1.06E+01
100,1.03E+01
120,9.93E+00
110,9.60E+00
320,9.27E+00
620,8.93E+00
450,8.60E+00
240,8.25E+00
100,7.90E+00
120,7.55E+00
130,7.20E+00
140,6.85E+00
140,6.50E+00
160,6.42E+00
110,6.33E+00
120,6.25E+00
130,6.17E+00
140,6.08E+00
130,6.00E+00
150,5.83E+00
140,5.67E+00
130,5.50E+00
120,5.33E+00
110,5.17E+00
80,5.00E+00
60,5.13E+00
40,5.27E+00
40,5.40E+00
50,5.53E+00
70,5.67E+00
60,5.80E+00
50,5.78E+00
40,5.77E+00
60,5.75E+00
50,5.73E+00
60,5.72E+00
60,5.70E+00
60,5.68E+00
50,5.67E+00
50,5.65E+00
50,5.63E+00
50,5.62E+00
50,5.60E+00
40,5.57E+00
60,5.53E+00
60,5.50E+00
50,5.47E+00
60,5.43E+00
50,5.40E+00
40,5.35E+00
30,5.30E+00
20,5.25E+00
40,5.20E+00
40,5.15E+00
60,5.10E+00
60,5.08E+00
50,5.07E+00
40,5.05E+00
60,5.03E+00
40,5.02E+00
50,5.00E+00
50,5.03E+00
50,5.07E+00
60,5.10E+00
60,5.13E+00
50,5.17E+00
50,5.20E+00
50,5.22E+00
40,5.23E+00
50,5.25E+00
50,5.27E+00
60,5.28E+00
60,5.30E+00
80,5.30E+00
40,5.30E+00
290,5.30E+00
130,5.30E+00
330,5.30E+00
80,5.30E+00
280,5.38E+00
150,5.47E+00
60,5.55E+00
70,5.63E+00
50,5.72E+00
110,5.80E+00
410,5.92E+00
160,6.03E+00
70,6.15E+00
80,6.27E+00
60,6.38E+00
100,6.50E+00
80,6.65E+00
60,6.80E+00
80,6.95E+00
60,7.10E+00
60,7.25E+00
80,7.40E+00
100,7.52E+00
80,7.63E+00
110,7.75E+00
60,7.87E+00
40,7.98E+00
40,8.10E+00
60,8.25E+00
70,8.40E+00
90,8.55E+00
100,8.70E+00
100,8.85E+00
50,9.00E+00
50,9.02E+00
50,9.03E+00
50,9.05E+00
50,9.07E+00
50,9.08E+00
50,9.10E+00
60,9.05E+00
60,9.00E+00
60,8.95E+00
80,8.90E+00
90,8.85E+00
90,8.80E+00
90,8.77E+00
100,8.73E+00
100,8.70E+00
90,8.67E+00
90,8.63E+00
60,8.60E+00
80,8.55E+00
60,8.50E+00
70,8.45E+00
90,8.40E+00
100,8.35E+00
120,8.30E+00
120,8.42E+00
110,8.53E+00
90,8.65E+00
100,8.77E+00
110,8.88E+00
100,9.00E+00
110,8.93E+00
100,8.87E+00
90,8.80E+00
100,8.73E+00
110,8.67E+00
100,8.60E+00
190,8.50E+00
210,8.40E+00
140,8.30E+00
100,8.20E+00
120,8.10E+00
90,8.00E+00
200,8.00E+00
140,8.00E+00
100,8.00E+00
120,8.00E+00
130,8.00E+00
150,8.00E+00
140,7.90E+00
120,7.80E+00
140,7.70E+00
120,7.60E+00
110,7.50E+00
90,7.40E+00
90,7.33E+00
90,7.27E+00
90,7.20E+00
80,7.13E+00
80,7.07E+00
60,7.00E+00
70,6.82E+00
50,6.63E+00
80,6.45E+00
50,6.27E+00
70,6.08E+00
60,5.90E+00
60,5.90E+00
50,5.90E+00
40,5.90E+00
20,5.90E+00
50,5.90E+00
50,5.90E+00
50,5.98E+00
50,6.07E+00
50,6.15E+00
60,6.23E+00
50,6.32E+00
60,6.40E+00
50,6.27E+00
50,6.13E+00
50,6.00E+00
50,5.87E+00
50,5.73E+00
50,5.60E+00
50,5.58E+00
60,5.57E+00
60,5.55E+00
50,5.53E+00
40,5.52E+00
50,5.50E+00
50,5.42E+00
50,5.33E+00
50,5.25E+00
50,5.17E+00
50,5.08E+00
40,5.00E+00
20,5.07E+00
30,5.13E+00
30,5.20E+00
50,5.27E+00
50,5.33E+00
60,5.40E+00
60,5.42E+00
50,5.43E+00
50,5.45E+00
50,5.47E+00
50,5.48E+00
50,5.50E+00
80,5.52E+00
50,5.53E+00
50,5.55E+00
70,5.57E+00
60,5.58E+00
100,5.60E+00
60,5.72E+00
50,5.83E+00
40,5.95E+00
40,6.07E+00
30,6.18E+00
30,6.30E+00
40,6.33E+00
20,6.37E+00
60,6.40E+00
50,6.43E+00
60,6.47E+00
60,6.50E+00
60,6.58E+00
60,6.67E+00
60,6.75E+00
70,6.83E+00
60,6.92E+00
70,7.00E+00
60,7.13E+00
60,7.27E+00
60,7.40E+00
60,7.53E+00
60,7.67E+00
70,7.80E+00
70,7.93E+00
50,8.07E+00
50,8.20E+00
20,8.33E+00
30,8.47E+00
30,8.60E+00
30,8.68E+00
60,8.77E+00
50,8.85E+00
60,8.93E+00
50,9.02E+00
50,9.10E+00
40,9.17E+00
50,9.23E+00
50,9.30E+00
50,9.37E+00
50,9.43E+00
50,9.50E+00
50,9.50E+00
60,9.50E+00
40,9.50E+00
50,9.50E+00
50,9.50E+00
50,9.50E+00
50,9.48E+00
50,9.47E+00
30,9.45E+00
40,9.43E+00
50,9.42E+00
90,9.40E+00
90,9.35E+00
130,9.30E+00
130,9.25E+00
140,9.20E+00
150,9.15E+00
140,9.10E+00
130,9.00E+00
90,8.90E+00
100,8.80E+00
70,8.70E+00
80,8.60E+00
90,8.50E+00
160,8.43E+00
560,8.37E+00
390,8.30E+00
190,8.23E+00
80,8.17E+00
90,8.10E+00
90,8.00E+00
80,7.90E+00
100,7.80E+00
100,7.70E+00
120,7.60E+00
100,7.50E+00
100,7.38E+00
100,7.27E+00
100,7.15E+00
90,7.03E+00
80,6.92E+00
110,6.80E+00
80,6.75E+00
110,6.70E+00
100,6.65E+00
90,6.60E+00
90,6.55E+00
70,6.50E+00
80,6.50E+00
50,6.50E+00
50,6.50E+00
70,6.50E+00
60,6.50E+00
50,6.50E+00
50,6.47E+00
50,6.43E+00
50,6.40E+00
40,6.37E+00
60,6.33E+00
60,6.30E+00
60,6.30E+00
60,6.30E+00
50,6.30E+00
50,6.30E+00
40,6.30E+00
30,6.30E+00
30,6.30E+00
40,6.30E+00
50,6.30E+00
60,6.30E+00
50,6.30E+00
50,6.30E+00
60,6.27E+00
50,6.23E+00
50,6.20E+00
50,6.17E+00
50,6.13E+00
60,6.10E+00
60,6.10E+00
50,6.10E+00
60,6.10E+00
50,6.10E+00
50,6.10E+00
50,6.10E+00
60,6.13E+00
50,6.17E+00
60,6.20E+00
50,6.23E+00
50,6.27E+00
50,6.30E+00
40,6.27E+00
60,6.23E+00
50,6.20E+00
50,6.17E+00
40,6.13E+00
40,6.10E+00
30,6.10E+00
30,6.10E+00
60,6.10E+00
40,6.10E+00
60,6.10E+00
50,6.10E+00
90,6.15E+00
70,6.20E+00
60,6.25E+00
70,6.30E+00
50,6.35E+00
60,6.40E+00
40,6.42E+00
50,6.43E+00
50,6.45E+00
300,6.47E+00
140,6.48E+00
490,6.50E+00
370,6.58E+00
370,6.67E+00
210,6.75E+00
60,6.83E+00
70,6.92E+00
90,7.00E+00
80,7.08E+00
310,7.17E+00
370,7.25E+00
60,7.33E+00
40,7.42E+00
250,7.50E+00
780,7.68E+00
520,7.87E+00
440,8.05E+00
600,8.23E+00
530,8.42E+00
290,8.60E+00
240,8.60E+00
240,8.60E+00
80,8.60E+00
60,8.60E+00
50,8.60E+00
230,8.60E+00
690,8.87E+00
570,9.13E+00
330,9.40E+00
270,9.67E+00
280,9.93E+00
250,1.02E+01
240,1.03E+01
190,1.03E+01
80,1.04E+01
650,1.05E+01
660,1.05E+01
370,1.06E+01
310,1.05E+01
330,1.04E+01
320,1.03E+01
310,1.02E+01
260,1.01E+01
200,1.00E+01
110,1.01E+01
500,1.01E+01
640,1.02E+01
420,1.03E+01
320,1.03E+01
300,1.04E+01
280,1.03E+01
330,1.02E+01
240,1.02E+01
170,1.01E+01
110,9.98E+00
470,9.90E+00
380,9.60E+00
330,9.30E+00
340,9.00E+00
320,8.70E+00
510,8.40E+00
880,8.10E+00
440,8.00E+00
110,7.90E+00
110,7.80E+00
130,7.70E+00
110,7.60E+00
120,7.50E+00
130,7.13E+00
180,6.77E+00
130,6.40E+00
130,6.03E+00
110,5.67E+00
110,5.30E+00
110,5.03E+00
100,4.77E+00
110,4.50E+00
110,4.23E+00
110,3.97E+00
90,3.70E+00
70,3.38E+00
70,3.07E+00
50,2.75E+00
50,2.43E+00
70,2.12E+00
50,1.80E+00
50,1.75E+00
50,1.70E+00
50,1.65E+00
60,1.60E+00
60,1.55E+00
70,1.50E+00
50,1.63E+00
60,1.77E+00
50,1.90E+00
50,2.03E+00
50,2.17E+00
50,2.30E+00
50,2.65E+00
60,3.00E+00
60,3.35E+00
50,3.70E+00
60,4.05E+00
60,4.40E+00
50,4.33E+00
50,4.27E+00
50,4.20E+00
50,4.13E+00
50,4.07E+00
40,4.00E+00
40,3.87E+00
40,3.73E+00
30,3.60E+00
50,3.47E+00
50,3.33E+00
60,3.20E+00
50,3.17E+00
50,3.13E+00
60,3.10E+00
50,3.07E+00
60,3.03E+00
60,3.00E+00
50,3.12E+00
50,3.23E+00
50,3.35E+00
40,3.47E+00
50,3.58E+00
60,3.70E+00
60,3.83E+00
60,3.97E+00
50,4.10E+00
60,4.23E+00
40,4.37E+00
60,4.50E+00
50,4.75E+00
50,5.00E+00
50,5.25E+00
60,5.50E+00
70,5.75E+00
80,6.00E+00
90,6.13E+00
60,6.27E+00
60,6.40E+00
50,6.53E+00
60,6.67E+00
50,6.80E+00
50,7.08E+00
50,7.37E+00
60,7.65E+00
110,7.93E+00
50,8.22E+00
150,8.50E+00
210,8.68E+00
120,8.87E+00
380,9.05E+00
160,9.23E+00
140,9.42E+00
130,9.60E+00
130,9.92E+00
140,1.02E+01
210,1.06E+01
510,1.09E+01
630,1.12E+01
500,1.15E+01
290,1.17E+01
270,1.19E+01
250,1.21E+01
130,1.23E+01
80,1.25E+01
100,1.27E+01
80,1.29E+01
140,1.32E+01
80,1.34E+01
90,1.36E+01
80,1.39E+01
80,1.41E+01
80,1.40E+01
70,1.39E+01
70,1.38E+01
70,1.37E+01
60,1.36E+01
60,1.35E+01
70,1.34E+01
70,1.33E+01
80,1.32E+01
60,1.30E+01
80,1.29E+01
60,1.28E+01
50,1.29E+01
90,1.31E+01
100,1.33E+01
100,1.34E+01
100,1.36E+01
120,1.37E+01
110,1.37E+01
110,1.37E+01
110,1.38E+01
100,1.38E+01
110,1.38E+01
100,1.38E+01
110,1.37E+01
110,1.36E+01
100,1.34E+01
100,1.33E+01
120,1.32E+01
240,1.31E+01
470,1.32E+01
180,1.32E+01
100,1.33E+01
100,1.34E+01
120,1.34E+01
450,1.35E+01
170,1.35E+01
140,1.34E+01
150,1.34E+01
140,1.34E+01
140,1.33E+01
120,1.33E+01
120,1.33E+01
120,1.33E+01
120,1.33E+01
110,1.33E+01
130,1.33E+01
470,1.33E+01
420,1.33E+01
130,1.33E+01
110,1.33E+01
100,1.32E+01
70,1.32E+01
50,1.32E+01
60,1.33E+01
50,1.33E+01
60,1.34E+01
50,1.34E+01
60,1.34E+01
60,1.35E+01
60,1.26E+01
30,1.18E+01
30,1.09E+01
40,1.00E+01
30,9.17E+00
70,8.30E+00
60,8.15E+00
70,8.00E+00
60,7.85E+00
70,7.70E+00
60,7.55E+00
60,7.40E+00
60,7.37E+00
60,7.33E+00
60,7.30E+00
60,7.27E+00
70,7.23E+00
60,7.20E+00
70,7.17E+00
60,7.13E+00
60,7.10E+00
60,7.07E+00
60,7.03E+00
60,7.00E+00
50,7.00E+00
70,7.00E+00
60,7.00E+00
60,7.00E+00
70,7.00E+00
60,7.00E+00
60,6.92E+00
50,6.83E+00
50,6.75E+00
60,6.67E+00
50,6.58E+00
60,6.50E+00
60,6.47E+00
60,6.43E+00
70,6.40E+00
60,6.37E+00
60,6.33E+00
50,6.30E+00
50,6.30E+00
60,6.30E+00
50,6.30E+00
60,6.30E+00
50,6.30E+00
40,6.30E+00
40,6.30E+00
40,6.30E+00
40,6.30E+00
100,6.30E+00
60,6.30E+00
50,6.30E+00
80,6.33E+00
100,6.37E+00
80,6.40E+00
80,6.43E+00
100,6.47E+00
80,6.50E+00
110,6.88E+00
80,7.27E+00
90,7.65E+00
110,8.03E+00
100,8.42E+00
100,8.80E+00
80,8.92E+00
80,9.03E+00
70,9.15E+00
70,9.27E+00
70,9.38E+00
60,9.50E+00
70,9.80E+00
70,1.01E+01
80,1.04E+01
