Appliances,Temperature_outside_celsius,Pressure_outside_mm_hg,Humidity_outside_percent,Windspeed_meters_per_second
50,1.77E+00,749,92,3
50,1.88E+00,748.9,92,3
60,2.00E+00,748.8,92,3
40,2.12E+00,748.6666667,91,3
50,2.23E+00,748.5333333,90,3
40,2.35E+00,748.4,89,3
40,2.47E+00,748.2666667,88,3
60,2.58E+00,748.1333333,87,3
60,2.70E+00,748,86,3
50,2.78E+00,747.8333333,85.33333333,3.166666667
40,2.87E+00,747.6666667,84.66666667,3.333333333
40,2.95E+00,747.5,84,3.5
60,3.03E+00,747.3333333,83.33333333,3.666666667
40,3.12E+00,747.1666667,82.66666667,3.833333333
50,3.20E+00,747,82,4
50,3.33E+00,746.8333333,81.16666667,4.166666667
50,3.47E+00,746.6666667,80.33333333,4.333333333
60,3.60E+00,746.5,79.5,4.5
40,3.73E+00,746.3333333,78.66666667,4.666666667
50,3.87E+00,746.1666667,77.83333333,4.833333333
40,4.00E+00,746,77,5
40,4.07E+00,745.8333333,76.33333333,5.5
50,4.13E+00,745.6666667,75.66666667,6
50,4.20E+00,745.5,75,6.5
50,4.27E+00,745.3333333,74.33333333,7
50,4.33E+00,745.1666667,73.66666667,7.5
40,4.40E+00,745,73,8
60,4.32E+00,744.75,74.33333333,7.833333333
20,4.23E+00,744.5,75.66666667,7.666666667
30,4.15E+00,744.25,77,7.5
30,4.07E+00,744,78.33333333,7.333333333
30,3.98E+00,743.75,79.66666667,7.166666667
50,3.90E+00,743.5,81,7
50,3.92E+00,743.2666667,81.66666667,7
50,3.93E+00,743.0333333,82.33333333,7
50,3.95E+00,742.8,83,7
40,3.97E+00,742.5666667,83.66666667,7
40,3.98E+00,742.3333333,84.33333333,7
50,4.00E+00,742.1,85,7
40,3.95E+00,741.8833333,86,7.166666667
60,3.90E+00,741.6666667,87,7.333333333
40,3.85E+00,741.45,88,7.5
60,3.80E+00,741.2333333,89,7.666666667
40,3.75E+00,741.0166667,90,7.833333333
50,3.70E+00,740.8,91,8
40,3.72E+00,740.7547619,91.04761905,7.857142857
40,3.74E+00,740.7095238,91.0952381,7.714285714
50,3.76E+00,740.6642857,91.14285714,7.571428571
40,3.79E+00,740.6190476,91.19047619,7.428571429
50,3.81E+00,740.5738095,91.23809524,7.285714286
40,3.83E+00,740.5285714,91.28571429,7.142857143
20,3.85E+00,740.4833333,91.33333333,7
30,3.87E+00,740.4380952,91.38095238,6.857142857
20,3.89E+00,740.3928571,91.42857143,6.714285714
50,3.91E+00,740.347619,91.47619048,6.571428571
50,3.94E+00,740.302381,91.52380952,6.428571429
80,3.96E+00,740.2571429,91.57142857,6.285714286
50,3.98E+00,740.2119048,91.61904762,6.142857143
50,4.00E+00,740.1666667,91.66666667,6
50,4.02E+00,740.1214286,91.71428571,5.857142857
50,4.04E+00,740.0761905,91.76190476,5.714285714
40,4.06E+00,740.0309524,91.80952381,5.571428571
50,4.09E+00,739.9857143,91.85714286,5.428571429
40,4.11E+00,739.9404762,91.9047619,5.285714286
40,4.13E+00,739.8952381,91.95238095,5.142857143
50,4.15E+00,739.85,92,5
50,4.17E+00,739.8047619,92.04761905,4.857142857
50,4.19E+00,739.7595238,92.0952381,4.714285714
50,4.21E+00,739.7142857,92.14285714,4.571428571
50,4.24E+00,739.6690476,92.19047619,4.428571429
50,4.26E+00,739.6238095,92.23809524,4.285714286
20,4.28E+00,739.5785714,92.28571429,4.142857143
20,4.30E+00,739.5333333,92.33333333,4
30,4.32E+00,739.4880952,92.38095238,3.857142857
30,4.34E+00,739.4428571,92.42857143,3.714285714
60,4.36E+00,739.397619,92.47619048,3.571428571
50,4.39E+00,739.352381,92.52380952,3.428571429
50,4.41E+00,739.3071429,92.57142857,3.285714286
50,4.43E+00,739.2619048,92.61904762,3.142857143
40,4.45E+00,739.2166667,92.66666667,3
50,4.47E+00,739.1714286,92.71428571,2.857142857
50,4.49E+00,739.1261905,92.76190476,2.714285714
40,4.51E+00,739.0809524,92.80952381,2.571428571
60,4.54E+00,739.0357143,92.85714286,2.428571429
50,4.56E+00,738.9904762,92.9047619,2.285714286
70,4.58E+00,738.9452381,92.95238095,2.142857143
340,4.60E+00,738.9,93,2
270,4.80E+00,738.8833333,92.33333333,2.333333333
100,5.00E+00,738.8666667,91.66666667,2.666666667
50,5.20E+00,738.85,91,3
50,5.40E+00,738.8333333,90.33333333,3.333333333
70,5.60E+00,738.8166667,89.66666667,3.666666667
60,5.80E+00,738.8,89,4
80,5.67E+00,738.8,88.5,3.833333333
60,5.53E+00,738.8,88,3.666666667
40,5.40E+00,738.8,87.5,3.5
520,5.27E+00,738.8,87,3.333333333
680,5.13E+00,738.8,86.5,3.166666667
390,5.00E+00,738.8,86,3
350,5.40E+00,738.85,83.5,2.666666667
270,5.80E+00,738.9,81,2.333333333
260,6.20E+00,738.95,78.5,2
260,6.60E+00,739,76,1.666666667
210,7.00E+00,739.05,73.5,1.333333333
190,7.40E+00,739.1,71,1
90,7.42E+00,739.1166667,69.66666667,1
390,7.43E+00,739.1333333,68.33333333,1
270,7.45E+00,739.15,67,1
250,7.47E+00,739.1666667,65.66666667,1
240,7.48E+00,739.1833333,64.33333333,1
240,7.50E+00,739.2,63,1
210,7.27E+00,739.2166667,65.16666667,1
180,7.03E+00,739.2333333,67.33333333,1
100,6.80E+00,739.25,69.5,1
70,6.57E+00,739.2666667,71.66666667,1
90,6.33E+00,739.2833333,73.83333333,1
90,6.10E+00,739.3,76,1
90,5.70E+00,739.3666667,77.83333333,1
90,5.30E+00,739.4333333,79.66666667,1
110,4.90E+00,739.5,81.5,1
90,4.50E+00,739.5666667,83.33333333,1
100,4.10E+00,739.6333333,85.16666667,1
310,3.70E+00,739.7,87,1
330,3.50E+00,739.7333333,87.83333333,1
90,3.30E+00,739.7666667,88.66666667,1
100,3.10E+00,739.8,89.5,1
110,2.90E+00,739.8333333,90.33333333,1
100,2.70E+00,739.8666667,91.16666667,1
100,2.50E+00,739.9,92,1
100,2.47E+00,739.9166667,92.16666667,1.166666667
120,2.43E+00,739.9333333,92.33333333,1.333333333
120,2.40E+00,739.95,92.5,1.5
130,2.37E+00,739.9666667,92.66666667,1.666666667
140,2.33E+00,739.9833333,92.83333333,1.833333333
130,2.30E+00,740,93,2
110,2.20E+00,740.05,93,2
150,2.10E+00,740.1,93,2
100,2.00E+00,740.15,93,2
90,1.90E+00,740.2,93,2
110,1.80E+00,740.25,93,2
120,1.70E+00,740.3,93,2
120,1.63E+00,740.3166667,92.83333333,1.833333333
110,1.57E+00,740.3333333,92.66666667,1.666666667
70,1.50E+00,740.35,92.5,1.5
50,1.43E+00,740.3666667,92.33333333,1.333333333
60,1.37E+00,740.3833333,92.16666667,1.166666667
40,1.30E+00,740.4,92,1
40,1.17E+00,740.4166667,92.83333333,1
50,1.03E+00,740.4333333,93.66666667,1
40,9.00E-01,740.45,94.5,1
50,7.67E-01,740.4666667,95.33333333,1
40,6.33E-01,740.4833333,96.16666667,1
50,5.00E-01,740.5,97,1
60,5.17E-01,740.5,97,1
50,5.33E-01,740.5,97,1
50,5.50E-01,740.5,97,1
40,5.67E-01,740.5,97,1
40,5.83E-01,740.5,97,1
50,6.00E-01,740.5,97,1
40,6.00E-01,740.4666667,97,1.166666667
40,6.00E-01,740.4333333,97,1.333333333
30,6.00E-01,740.4,97,1.5
30,6.00E-01,740.3666667,97,1.666666667
30,6.00E-01,740.3333333,97,1.833333333
50,6.00E-01,740.3,97,2
40,5.17E-01,740.2833333,97.33333333,1.666666667
50,4.33E-01,740.2666667,97.66666667,1.333333333
40,3.50E-01,740.25,98,1
50,2.67E-01,740.2333333,98.33333333,0.666666667
60,1.83E-01,740.2166667,98.66666667,0.333333333
50,1.00E-01,740.2,99,0
50,1.00E-01,740.2,99,0.166666667
50,1.00E-01,740.2,99,0.333333333
40,1.00E-01,740.2,99,0.5
40,1.00E-01,740.2,99,0.666666667
50,1.00E-01,740.2,99,0.833333333
40,1.00E-01,740.2,99,1
40,1.50E-01,740.2333333,99,1
60,2.00E-01,740.2666667,99,1
50,2.50E-01,740.3,99,1
50,3.00E-01,740.3333333,99,1
40,3.50E-01,740.3666667,99,1
40,4.00E-01,740.4,99,1
20,4.33E-01,740.4166667,98.66666667,1
20,4.67E-01,740.4333333,98.33333333,1
30,5.00E-01,740.45,98,1
50,5.33E-01,740.4666667,97.66666667,1
50,5.67E-01,740.4833333,97.33333333,1
50,6.00E-01,740.5,97,1
40,7.00E-01,740.5666667,96.83333333,1
50,8.00E-01,740.6333333,96.66666667,1
40,9.00E-01,740.7,96.5,1
50,1.00E+00,740.7666667,96.33333333,1
40,1.10E+00,740.8333333,96.16666667,1
50,1.20E+00,740.9,96,1
60,1.20E+00,740.9333333,96.16666667,1
50,1.20E+00,740.9666667,96.33333333,1
40,1.20E+00,741,96.5,1
50,1.20E+00,741.0333333,96.66666667,1
30,1.20E+00,741.0666667,96.83333333,1
50,1.20E+00,741.1,97,1
40,1.30E+00,741.1666667,96.83333333,1
40,1.40E+00,741.2333333,96.66666667,1
80,1.50E+00,741.3,96.5,1
30,1.60E+00,741.3666667,96.33333333,1
30,1.70E+00,741.4333333,96.16666667,1
30,1.80E+00,741.5,96,1
40,1.95E+00,741.5166667,95.16666667,1
40,2.10E+00,741.5333333,94.33333333,1
50,2.25E+00,741.55,93.5,1
50,2.40E+00,741.5666667,92.66666667,1
60,2.55E+00,741.5833333,91.83333333,1
60,2.70E+00,741.6,91,1
50,2.75E+00,741.6666667,91.16666667,1.166666667
50,2.80E+00,741.7333333,91.33333333,1.333333333
70,2.85E+00,741.8,91.5,1.5
70,2.90E+00,741.8666667,91.66666667,1.666666667
80,2.95E+00,741.9333333,91.83333333,1.833333333
90,3.00E+00,742,92,2
80,3.15E+00,742.0166667,90.83333333,2
90,3.30E+00,742.0333333,89.66666667,2
90,3.45E+00,742.05,88.5,2
60,3.60E+00,742.0666667,87.33333333,2
50,3.75E+00,742.0833333,86.16666667,2
60,3.90E+00,742.1,85,2
90,4.02E+00,742.1333333,85.66666667,1.833333333
80,4.13E+00,742.1666667,86.33333333,1.666666667
70,4.25E+00,742.2,87,1.5
80,4.37E+00,742.2333333,87.66666667,1.333333333
90,4.48E+00,742.2666667,88.33333333,1.166666667
80,4.60E+00,742.3,89,1
70,4.77E+00,742.35,86.16666667,1
80,4.93E+00,742.4,83.33333333,1
80,5.10E+00,742.45,80.5,1
70,5.27E+00,742.5,77.66666667,1
80,5.43E+00,742.55,74.83333333,1
360,5.60E+00,742.6,72,1
610,5.65E+00,742.6166667,70.33333333,1
190,5.70E+00,742.6333333,68.66666667,1
120,5.75E+00,742.65,67,1
90,5.80E+00,742.6666667,65.33333333,1
90,5.85E+00,742.6833333,63.66666667,1
100,5.90E+00,742.7,62,1
110,6.17E+00,742.7166667,60.5,1
120,6.43E+00,742.7333333,59,1
350,6.70E+00,742.75,57.5,1
480,6.97E+00,742.7666667,56,1
330,7.23E+00,742.7833333,54.5,1
450,7.50E+00,742.8,53,1
590,7.25E+00,742.8333333,55.33333333,1.166666667
340,7.00E+00,742.8666667,57.66666667,1.333333333
210,6.75E+00,742.9,60,1.5
140,6.50E+00,742.9333333,62.33333333,1.666666667
70,6.25E+00,742.9666667,64.66666667,1.833333333
70,6.00E+00,743,67,2
70,5.77E+00,743.05,67.33333333,2.166666667
60,5.53E+00,743.1,67.66666667,2.333333333
60,5.30E+00,743.15,68,2.5
60,5.07E+00,743.2,68.33333333,2.666666667
60,4.83E+00,743.25,68.66666667,2.833333333
60,4.60E+00,743.3,69,3
320,4.25E+00,743.35,71.16666667,3
320,3.90E+00,743.4,73.33333333,3
270,3.55E+00,743.45,75.5,3
100,3.20E+00,743.5,77.66666667,3
90,2.85E+00,743.55,79.83333333,3
80,2.50E+00,743.6,82,3
90,2.42E+00,743.6333333,82.66666667,2.833333333
220,2.33E+00,743.6666667,83.33333333,2.666666667
80,2.25E+00,743.7,84,2.5
90,2.17E+00,743.7333333,84.66666667,2.333333333
90,2.08E+00,743.7666667,85.33333333,2.166666667
90,2.00E+00,743.8,86,2
70,2.20E+00,743.85,86.16666667,2.166666667
70,2.40E+00,743.9,86.33333333,2.333333333
70,2.60E+00,743.95,86.5,2.5
70,2.80E+00,744,86.66666667,2.666666667
90,3.00E+00,744.05,86.83333333,2.833333333
70,3.20E+00,744.1,87,3
70,3.17E+00,744.1333333,88.33333333,3
70,3.13E+00,744.1666667,89.66666667,3
130,3.10E+00,744.2,91,3
90,3.07E+00,744.2333333,92.33333333,3
90,3.03E+00,744.2666667,93.66666667,3
90,3.00E+00,744.3,95,3
100,3.03E+00,744.3166667,94.83333333,3.166666667
100,3.07E+00,744.3333333,94.66666667,3.333333333
100,3.10E+00,744.35,94.5,3.5
80,3.13E+00,744.3666667,94.33333333,3.666666667
80,3.17E+00,744.3833333,94.16666667,3.833333333
60,3.20E+00,744.4,94,4
40,3.23E+00,744.4166667,93.66666667,4
50,3.27E+00,744.4333333,93.33333333,4
50,3.30E+00,744.45,93,4
30,3.33E+00,744.4666667,92.66666667,4
30,3.37E+00,744.4833333,92.33333333,4
30,3.40E+00,744.5,92,4
30,3.40E+00,744.5333333,92.16666667,4.166666667
50,3.40E+00,744.5666667,92.33333333,4.333333333
40,3.40E+00,744.6,92.5,4.5
50,3.40E+00,744.6333333,92.66666667,4.666666667
50,3.40E+00,744.6666667,92.83333333,4.833333333
40,3.40E+00,744.7,93,5
50,3.37E+00,744.7,93,5
50,3.33E+00,744.7,93,5
50,3.30E+00,744.7,93,5
50,3.27E+00,744.7,93,5
40,3.23E+00,744.7,93,5
50,3.20E+00,744.7,93,5
40,3.25E+00,744.7333333,93,5.166666667
50,3.30E+00,744.7666667,93,5.333333333
40,3.35E+00,744.8,93,5.5
30,3.40E+00,744.8333333,93,5.666666667
40,3.45E+00,744.8666667,93,5.833333333
20,3.50E+00,744.9,93,6
40,3.42E+00,744.9166667,93,5.833333333
50,3.33E+00,744.9333333,93,5.666666667
40,3.25E+00,744.95,93,5.5
50,3.17E+00,744.9666667,93,5.333333333
40,3.08E+00,744.9833333,93,5.166666667
50,3.00E+00,745,93,5
50,2.92E+00,745.0166667,93.33333333,5.333333333
50,2.83E+00,745.0333333,93.66666667,5.666666667
50,2.75E+00,745.05,94,6
50,2.67E+00,745.0666667,94.33333333,6.333333333
40,2.58E+00,745.0833333,94.66666667,6.666666667
40,2.50E+00,745.1,95,7
40,2.58E+00,745.1166667,94.33333333,7.166666667
50,2.67E+00,745.1333333,93.66666667,7.333333333
50,2.75E+00,745.15,93,7.5
40,2.83E+00,745.1666667,92.33333333,7.666666667
30,2.92E+00,745.1833333,91.66666667,7.833333333
30,3.00E+00,745.2,91,8
30,3.00E+00,745.2333333,91,7.833333333
30,3.00E+00,745.2666667,91,7.666666667
40,3.00E+00,745.3,91,7.5
50,3.00E+00,745.3333333,91,7.333333333
50,3.00E+00,745.3666667,91,7.166666667
50,3.00E+00,745.4,91,7
60,2.92E+00,745.45,91.33333333,7
50,2.83E+00,745.5,91.66666667,7
40,2.75E+00,745.55,92,7
40,2.67E+00,745.6,92.33333333,7
40,2.58E+00,745.65,92.66666667,7
40,2.50E+00,745.7,93,7
50,2.57E+00,745.7333333,93.33333333,6.666666667
50,2.63E+00,745.7666667,93.66666667,6.333333333
50,2.70E+00,745.8,94,6
50,2.77E+00,745.8333333,94.33333333,5.666666667
20,2.83E+00,745.8666667,94.66666667,5.333333333
20,2.90E+00,745.9,95,5
30,2.90E+00,746,95,5.166666667
40,2.90E+00,746.1,95,5.333333333
60,2.90E+00,746.2,95,5.5
70,2.90E+00,746.3,95,5.666666667
90,2.90E+00,746.4,95,5.833333333
80,2.90E+00,746.5,95,6
50,2.87E+00,746.55,95,6
50,2.83E+00,746.6,95,6
40,2.80E+00,746.65,95,6
50,2.77E+00,746.7,95,6
60,2.73E+00,746.75,95,6
80,2.70E+00,746.8,95,6
100,2.82E+00,746.8,94.66666667,6
80,2.93E+00,746.8,94.33333333,6
60,3.05E+00,746.8,94,6
60,3.17E+00,746.8,93.66666667,6
70,3.28E+00,746.8,93.33333333,6
70,3.40E+00,746.8,93,6
90,3.53E+00,746.8333333,93,6.166666667
90,3.67E+00,746.8666667,93,6.333333333
90,3.80E+00,746.9,93,6.5
100,3.93E+00,746.9333333,93,6.666666667
90,4.07E+00,746.9666667,93,6.833333333
80,4.20E+00,747,93,7
80,4.33E+00,746.9833333,92.5,6.833333333
80,4.47E+00,746.9666667,92,6.666666667
90,4.60E+00,746.95,91.5,6.5
80,4.73E+00,746.9333333,91,6.333333333
80,4.87E+00,746.9166667,90.5,6.166666667
80,5.00E+00,746.9,90,6
60,4.78E+00,746.95,90.16666667,6
50,4.57E+00,747,90.33333333,6
50,4.35E+00,747.05,90.5,6
50,4.13E+00,747.1,90.66666667,6
70,3.92E+00,747.15,90.83333333,6
70,3.70E+00,747.2,91,6
80,3.58E+00,747.2333333,91.16666667,5.666666667
70,3.47E+00,747.2666667,91.33333333,5.333333333
90,3.35E+00,747.3,91.5,5
80,3.23E+00,747.3333333,91.66666667,4.666666667
70,3.12E+00,747.3666667,91.83333333,4.333333333
70,3.00E+00,747.4,92,4
80,2.87E+00,747.4,92.16666667,4
70,2.73E+00,747.4,92.33333333,4
70,2.60E+00,747.4,92.5,4
80,2.47E+00,747.4,92.66666667,4
70,2.33E+00,747.4,92.83333333,4
70,2.20E+00,747.4,93,4
50,2.33E+00,747.4,92.66666667,3.666666667
50,2.47E+00,747.4,92.33333333,3.333333333
50,2.60E+00,747.4,92,3
100,2.73E+00,747.4,91.66666667,2.666666667
140,2.87E+00,747.4,91.33333333,2.333333333
510,3.00E+00,747.4,91,2
370,2.95E+00,747.45,90.83333333,1.833333333
330,2.90E+00,747.5,90.66666667,1.666666667
250,2.85E+00,747.55,90.5,1.5
440,2.80E+00,747.6,90.33333333,1.333333333
400,2.75E+00,747.65,90.16666667,1.166666667
340,2.70E+00,747.7,90,1
90,2.55E+00,747.7333333,90.83333333,1
90,2.40E+00,747.7666667,91.66666667,1
160,2.25E+00,747.8,92.5,1
340,2.10E+00,747.8333333,93.33333333,1
240,1.95E+00,747.8666667,94.16666667,1
420,1.80E+00,747.9,95,1
130,1.68E+00,747.9166667,95.5,1
350,1.57E+00,747.9333333,96,1
280,1.45E+00,747.95,96.5,1
140,1.33E+00,747.9666667,97,1
120,1.22E+00,747.9833333,97.5,1
80,1.10E+00,748,98,1
80,1.02E+00,748,98.16666667,1.166666667
230,9.33E-01,748,98.33333333,1.333333333
390,8.50E-01,748,98.5,1.5
140,7.67E-01,748,98.66666667,1.666666667
80,6.83E-01,748,98.83333333,1.833333333
70,6.00E-01,748,99,2
80,6.67E-01,748,98.66666667,1.833333333
60,7.33E-01,748,98.33333333,1.666666667
80,8.00E-01,748,98,1.5
60,8.67E-01,748,97.66666667,1.333333333
60,9.33E-01,748,97.33333333,1.166666667
60,1.00E+00,748,97,1
50,8.33E-01,747.95,97.16666667,1
60,6.67E-01,747.9,97.33333333,1
60,5.00E-01,747.85,97.5,1
70,3.33E-01,747.8,97.66666667,1
50,1.67E-01,747.75,97.83333333,1
40,0.00E+00,747.7,98,1
40,0.00E+00,747.7,98,1
30,0.00E+00,747.7,98,1
40,0.00E+00,747.7,98,1
50,0.00E+00,747.7,98,1
50,0.00E+00,747.7,98,1
50,0.00E+00,747.7,98,1
50,6.67E-02,747.6833333,97.83333333,1
50,1.33E-01,747.6666667,97.66666667,1
50,2.00E-01,747.65,97.5,1
40,2.67E-01,747.6333333,97.33333333,1
50,3.33E-01,747.6166667,97.16666667,1
40,4.00E-01,747.6,97,1
50,4.33E-01,747.5666667,97,1.166666667
50,4.67E-01,747.5333333,97,1.333333333
50,5.00E-01,747.5,97,1.5
50,5.33E-01,747.4666667,97,1.666666667
20,5.67E-01,747.4333333,97,1.833333333
20,6.00E-01,747.4,97,2
30,5.17E-01,747.3833333,97.33333333,2
30,4.33E-01,747.3666667,97.66666667,2
50,3.50E-01,747.35,98,2
50,2.67E-01,747.3333333,98.33333333,2
60,1.83E-01,747.3166667,98.66666667,2
50,1.00E-01,747.3,99,2
40,8.33E-02,747.2666667,99.16666667,1.833333333
50,6.67E-02,747.2333333,99.33333333,1.666666667
40,5.00E-02,747.2,99.5,1.5
40,3.33E-02,747.1666667,99.66666667,1.333333333
40,1.67E-02,747.1333333,99.83333333,1.166666667
50,0.00E+00,747.1,100,1
60,1.67E-02,747.1166667,100,1
40,3.33E-02,747.1333333,100,1
30,5.00E-02,747.15,100,1
20,6.67E-02,747.1666667,100,1
20,8.33E-02,747.1833333,100,1
30,1.00E-01,747.2,100,1
50,1.17E-01,747.2166667,99.83333333,1.166666667
40,1.33E-01,747.2333333,99.66666667,1.333333333
60,1.50E-01,747.25,99.5,1.5
50,1.67E-01,747.2666667,99.33333333,1.666666667
40,1.83E-01,747.2833333,99.16666667,1.833333333
60,2.00E-01,747.3,99,2
40,2.17E-01,747.3666667,99,1.833333333
50,2.33E-01,747.4333333,99,1.666666667
40,2.50E-01,747.5,99,1.5
80,2.67E-01,747.5666667,99,1.333333333
50,2.83E-01,747.6333333,99,1.166666667
40,3.00E-01,747.7,99,1
20,3.83E-01,747.7333333,98.66666667,1
150,4.67E-01,747.7666667,98.33333333,1
330,5.50E-01,747.8,98,1
150,6.33E-01,747.8333333,97.66666667,1
110,7.17E-01,747.8666667,97.33333333,1
60,8.00E-01,747.9,97,1
60,8.83E-01,747.95,96.83333333,1.5
60,9.67E-01,748,96.66666667,2
60,1.05E+00,748.05,96.5,2.5
60,1.13E+00,748.1,96.33333333,3
170,1.22E+00,748.15,96.16666667,3.5
700,1.30E+00,748.2,96,4
630,1.45E+00,748.2666667,95.5,3.666666667
370,1.60E+00,748.3333333,95,3.333333333
280,1.75E+00,748.4,94.5,3
270,1.90E+00,748.4666667,94,2.666666667
350,2.05E+00,748.5333333,93.5,2.333333333
590,2.20E+00,748.6,93,2
500,2.38E+00,748.6333333,91.33333333,2.333333333
360,2.57E+00,748.6666667,89.66666667,2.666666667
330,2.75E+00,748.7,88,3
510,2.93E+00,748.7333333,86.33333333,3.333333333
630,3.12E+00,748.7666667,84.66666667,3.666666667
410,3.30E+00,748.8,83,4
290,3.42E+00,748.8166667,81.33333333,4.166666667
330,3.53E+00,748.8333333,79.66666667,4.333333333
230,3.65E+00,748.85,78,4.5
180,3.77E+00,748.8666667,76.33333333,4.666666667
80,3.88E+00,748.8833333,74.66666667,4.833333333
70,4.00E+00,748.9,73,5
50,3.97E+00,748.9333333,74.33333333,4.833333333
350,3.93E+00,748.9666667,75.66666667,4.666666667
630,3.90E+00,749,77,4.5
470,3.87E+00,749.0333333,78.33333333,4.333333333
310,3.83E+00,749.0666667,79.66666667,4.166666667
270,3.80E+00,749.1,81,4
220,4.08E+00,749.1166667,79.83333333,3.833333333
240,4.37E+00,749.1333333,78.66666667,3.666666667
240,4.65E+00,749.15,77.5,3.5
350,4.93E+00,749.1666667,76.33333333,3.333333333
70,5.22E+00,749.1833333,75.16666667,3.166666667
180,5.50E+00,749.2,74,3
190,5.28E+00,749.2333333,74.16666667,3
410,5.07E+00,749.2666667,74.33333333,3
290,4.85E+00,749.3,74.5,3
280,4.63E+00,749.3333333,74.66666667,3
260,4.42E+00,749.3666667,74.83333333,3
260,4.20E+00,749.4,75,3
220,3.77E+00,749.5,78.16666667,2.666666667
200,3.33E+00,749.6,81.33333333,2.333333333
120,2.90E+00,749.7,84.5,2
50,2.47E+00,749.8,87.66666667,1.666666667
50,2.03E+00,749.9,90.83333333,1.333333333
50,1.60E+00,750,94,1
40,1.92E+00,750.0666667,92.83333333,1.166666667
60,2.23E+00,750.1333333,91.66666667,1.333333333
80,2.55E+00,750.2,90.5,1.5
80,2.87E+00,750.2666667,89.33333333,1.666666667
90,3.18E+00,750.3333333,88.16666667,1.833333333
70,3.50E+00,750.4,87,2
70,3.15E+00,750.55,88.16666667,1.833333333
90,2.80E+00,750.7,89.33333333,1.666666667
80,2.45E+00,750.85,90.5,1.5
100,2.10E+00,751,91.66666667,1.333333333
110,1.75E+00,751.15,92.83333333,1.166666667
190,1.40E+00,751.3,94,1
330,1.53E+00,751.3833333,93.66666667,1
460,1.67E+00,751.4666667,93.33333333,1
140,1.80E+00,751.55,93,1
100,1.93E+00,751.6333333,92.66666667,1
120,2.07E+00,751.7166667,92.33333333,1
120,2.20E+00,751.8,92,1
120,2.12E+00,751.8833333,91.83333333,1
120,2.03E+00,751.9666667,91.66666667,1
110,1.95E+00,752.05,91.5,1
110,1.87E+00,752.1333333,91.33333333,1
120,1.78E+00,752.2166667,91.16666667,1
90,1.70E+00,752.3,91,1
80,1.55E+00,752.3833333,91.5,1
90,1.40E+00,752.4666667,92,1
100,1.25E+00,752.55,92.5,1
100,1.10E+00,752.6333333,93,1
90,9.50E-01,752.7166667,93.5,1
90,8.00E-01,752.8,94,1
90,7.67E-01,752.8666667,94.33333333,1.166666667
60,7.33E-01,752.9333333,94.66666667,1.333333333
70,7.00E-01,753,95,1.5
60,6.67E-01,753.0666667,95.33333333,1.666666667
90,6.33E-01,753.1333333,95.66666667,1.833333333
70,6.00E-01,753.2,96,2
60,5.67E-01,753.2666667,96,1.833333333
60,5.33E-01,753.3333333,96,1.666666667
60,5.00E-01,753.4,96,1.5
60,4.67E-01,753.4666667,96,1.333333333
60,4.33E-01,753.5333333,96,1.166666667
60,4.00E-01,753.6,96,1
50,3.50E-01,753.6666667,96.33333333,1
70,3.00E-01,753.7333333,96.66666667,1
60,2.50E-01,753.8,97,1
70,2.00E-01,753.8666667,97.33333333,1
60,1.50E-01,753.9333333,97.66666667,1
50,1.00E-01,754,98,1
60,2.17E-01,754.05,98.16666667,1
50,3.33E-01,754.1,98.33333333,1
60,4.50E-01,754.15,98.5,1
70,5.67E-01,754.2,98.66666667,1
60,6.83E-01,754.25,98.83333333,1
60,8.00E-01,754.3,99,1
60,8.67E-01,754.3166667,99,1
50,9.33E-01,754.3333333,99,1
40,1.00E+00,754.35,99,1
50,1.07E+00,754.3666667,99,1
40,1.13E+00,754.3833333,99,1
50,1.20E+00,754.4,99,1
60,1.02E+00,754.4333333,99,1
50,8.33E-01,754.4666667,99,1
40,6.50E-01,754.5,99,1
30,4.67E-01,754.5333333,99,1
20,2.83E-01,754.5666667,99,1
30,1.00E-01,754.6,99,1
30,-5.00E-02,754.6666667,99,1
50,-2.00E-01,754.7333333,99,1
50,-3.50E-01,754.8,99,1
60,-5.00E-01,754.8666667,99,1
50,-6.50E-01,754.9333333,99,1
40,-8.00E-01,755,99,1
50,-7.50E-01,755.0833333,99.16666667,1
40,-7.00E-01,755.1666667,99.33333333,1
50,-6.50E-01,755.25,99.5,1
50,-6.00E-01,755.3333333,99.66666667,1
50,-5.50E-01,755.4166667,99.83333333,1
50,-5.00E-01,755.5,100,1
50,-5.17E-01,755.6,99.83333333,1.166666667
50,-5.33E-01,755.7,99.66666667,1.333333333
40,-5.50E-01,755.8,99.5,1.5
30,-5.67E-01,755.9,99.33333333,1.666666667
20,-5.83E-01,756,99.16666667,1.833333333
30,-6.00E-01,756.1,99,2
70,-5.67E-01,756.1666667,99.16666667,2
80,-5.33E-01,756.2333333,99.33333333,2
60,-5.00E-01,756.3,99.5,2
50,-4.67E-01,756.3666667,99.66666667,2
50,-4.33E-01,756.4333333,99.83333333,2
50,-4.00E-01,756.5,100,2
40,-1.83E-01,756.5833333,99.83333333,2
50,3.33E-02,756.6666667,99.66666667,2
60,2.50E-01,756.75,99.5,2
60,4.67E-01,756.8333333,99.33333333,2
50,6.83E-01,756.9166667,99.16666667,2
40,9.00E-01,757,99,2
50,1.03E+00,757.05,98.66666667,2.166666667
30,1.17E+00,757.1,98.33333333,2.333333333
30,1.30E+00,757.15,98,2.5
